ride_id,booking_date,pickup_time,city,driver_id,rider_id,vehicle_type,distance_km,fare_amount,payment_method,ride_status,driver_rating,rider_rating,surge_multiplier,promo_code_used,trip_duration_mins
RD007360,2024-07-01,01:14:36,kuala lumpur,DRV0333,RDR01609,bike,5.91,14.14,card,completed,3.8,5.0,1.0,yes,29.8
RD003205,23/07/2024,10:29:38,manila,DRV0158,RDR00809,economy,6.74,14.29,e-wallet,completed,5.1,2.0,1.2,no,40.0
RD011753,2024-01-23,11:18,manila,DRV0550,RDR02389,economy,2.87,6.81,debit card,completed,4.4,5.1,1.0,yes,11.4
RD006127,2024-09-09,19:41:27,kuala lumpur,DRV0394,RDR04329,economy,1.52,7.89,card,completed,4.0,4.4,1.5,yes,5.2
RD014630,05-14-2024,04:32 PM,manila,DRV0338,RDR03207,economy,3.83,9.07,card,completed,3.8,4.2,1.0,no,15.8
RD003709,23/03/2024,08:09:49,bangkok,DRV0497,RDR02609,economy,22.48,33.43,cash,completed,2.9,3.7,1.5,no,137.5
RD009988,2024-02-27,10:21:31,kuala lumpur,DRV0212,RDR00066,economy,3.82,8.4,cash,no-show,4.4,1.6,1.0,no,21.1
RD002806,18/07/2024,14:24:06,kuala lumpur,DRV0306,RDR01955,premium,6.36,14.7,wallet,completed,3.8,3.9,1.0,no,39.8
RD001454,2024-03-05,21:30:17,ho chi minh city,DRV0494,RDR01788,motorbike,7.41,14.39,cash,cancelled,4.3,5.0,1.0,no,44.3
RD014422,18/05/2024,17:54:10,jakarta,DRV0746,RDR00075,premium,1.68,7.12,card,cancelled,4.327260710675685,4.0,1.0,no,6.7
RD010000,2024/05/10,16:28:14,ho chi minh city,DRV0298,RDR04249,economy,2.54,7.66,cash,completed,4.8,3.0,1.0,no,15.1
RD013883,2024-12-12,19:53:54,bangkok,DRV0392,RDR04225,bike,9.06,19.19,card,cancelled,5.2,4.2,1.0,no,58.0
RD012609,2024-11-01,06:45:47,singapore,DRV0500,RDR00872,motorbike,3.4,12.51,debit card,cancelled,4.7,5.2,1.5,no,21.3
RD007334,24-Jan-2024,12:12:56,bangkok,DRV0189,RDR04692,economy,3.31,6.85,wallet,completed,5.3,4.0,1.0,yes,22.9
RD003652,03/07/2024,23:24,kuala lumpur,DRV0136,RDR01579,economy,7.21,13.08,cash,completed,0.7,3.6,1.8,no,40.3
RD002289,2024-08-20,21:44:36,jakarta,DRV0409,RDR03591,motorbike,4.48,8.79,card,completed,4.0,4.083542968433012,1.0,yes,26.0
RD003624,2024-04-06,15:05:54,jakarta,DRV0143,RDR00716,motorbike,6.36,8242.98,card,completed,5.2,3.7,1.5,yes,30.7
RD013619,2024-09-15,13:26:21,singapore,DRV0294,RDR01497,economy,4.12,9.78,card,completed,5.1,5.2,1.2,no,13.4
RD001714,05/11/2024,07:51:27,manila,DRV0725,RDR00627,premium,5.04,6.1,cash,cancelled,3.4,4.3,1.0,no,24.1
RD014506,03/10/2024,15:36:25,singapore,DRV0010,RDR03521,economy,3.31,11.2,cash,completed,4.6,3.7,1.5,yes,11.7
RD003590,2024-04-20,08:22 AM,ho chi minh city,DRV0775,RDR00295,economy,2.71,7.53,wallet,completed,4.0,3.9,1.0,no,19.1
RD009467,2024-03-03,08:24:48,bangkok,DRV0031,RDR01852,premium,4.21,10.22,cash,completed,5.3,3.7,1.2,no,14.8
RD005156,2024/02/08,19:50:48,kuala lumpur,DRV0452,RDR02705,premium,3.56,8.72,e-wallet,completed,3.7,4.3,1.0,no,22.7
RD013674,2024-12-27,19:14,bangkok,DRV0550,RDR03123,economy,3.95,10.52,credit card,completed,5.3,4.3,1.0,no,17.0
RD003670,2024-07-14,06:40 AM,singapore,DRV0078,RDR01179,economy,26.0,52.14,cash,completed,5.1,4.6,1.2,no,108.4
RD014325,10/12/2024,10:44:03,kuala lumpur,DRV0647,RDR03182,economy,2.56,5.3,card,completed,3.7,4.1,1.0,yes,18.3
RD008385,2024-02-16,16:05:03,jakarta,DRV0401,RDR04272,bike,1.44,5.9,wallet,completed,5.2,0.6,1.5,yes,5.1
RD004388,06-26-2024,10:58,bangkok,DRV0340,RDR04781,premium,12.15,25.99,wallet,cancelled,2.7,3.7,2.0,yes,55.1
RD009124,2024/07/13,18:22:48,jakarta,DRV0312,RDR04662,economy,1.4,4.2,debit card,completed,3.0,4.1,1.5,no,6.0
RD007895,08/06/2024,20:27:01,manila,DRV0106,RDR04595,premium,4.95,8.39,debit card,completed,4.327260710675685,3.7,2.5,yes,23.8
RD001490,31/10/2024,11:45:29,bangkok,DRV0674,RDR03740,economy,6.32,12.16,cash,cancelled,4.7,5.1,1.0,no,31.0
RD001607,2024-11-10,06:49 PM,ho chi minh city,DRV0604,RDR02335,economy,2.51,7.25,debit card,completed,4.8,4.6,1.2,yes,9.6
RD008595,2024-08-03,08:07 AM,manila,DRV0572,RDR00792,economy,4.97,13.19,cash,completed,1.3,5.3,1.5,yes,16.9
RD008529,30/08/2024,12:36:33,bangkok,DRV0047,RDR01918,economy,5.84,9453.25,wallet,completed,5.0,4.083542968433012,1.2,no,26.5
RD009388,12-11-2024,07:01:27,bangkok,DRV0291,RDR02749,economy,6.02,11.68,cash,completed,3.7,4.083542968433012,1.0,no,39.2
RD003520,2024-03-15,14:00:43,kuala lumpur,DRV0429,RDR03108,bike,6.08,10.89,wallet,cancelled,5.3,4.083542968433012,1.0,no,24.1
RD003298,05-02-2024,18:09,ho chi minh city,DRV0322,RDR03589,premium,1.94,5.15,e-wallet,completed,1.0,3.2,1.0,yes,12.3
RD001007,2024-01-07,14:02:16,singapore,DRV0763,RDR00840,premium,8.07,20.6,wallet,completed,4.9,3.3,1.5,no,53.9
RD002792,2024-01-16,16:26:18,kuala lumpur,DRV0137,RDR04970,premium,0.02,9613.22,card,completed,4.8,4.8,1.8,no,2.1
RD002705,2024-02-19,21:41:03,manila,DRV0551,RDR01313,economy,2.68,9.44,card,cancelled,3.8,5.0,1.5,yes,13.7
RD005614,2024-02-06,13:55:51,jakarta,DRV0589,RDR01051,economy,3.84,7.32,debit card,completed,4.1,4.3,1.2,no,20.4
RD014031,2024-06-06,06:45 PM,singapore,DRV0619,RDR04142,economy,1.23,5.72,cash,cancelled,3.9,5.0,1.2,no,4.4
RD005684,08-24-2024,09:00,kuala lumpur,DRV0313,RDR04339,economy,203.25,314.2,card,completed,4.2,1.9,1.5,no,805.8
RD012288,20/07/2024,21:56,kuala lumpur,DRV0112,RDR03666,economy,5.53,9.71,cash,cancelled,1.7,3.7,1.0,no,22.3
RD005401,2024-10-08,16:43:58,jakarta,DRV0026,RDR04185,economy,4.17,8.86,e-wallet,completed,5.3,3.6,1.2,no,19.9
RD014681,2024-03-02,14:00:41,manila,DRV0062,RDR03531,economy,7.26,16.8,credit card,cancelled,4.0,4.7,1.5,no,31.0
RD000291,2024-07-28,20:18:52,singapore,DRV0737,RDR03503,bike,1.14,6.17,card,completed,4.6,5.0,1.0,no,9.3
RD012535,31-Jan-2024,10:31:16,kuala lumpur,DRV0119,RDR04334,economy,4.25,9.98,cash,completed,4.1,5.2,2.5,yes,25.7
RD005909,2024-01-23,23:42:29,singapore,DRV0425,RDR02132,motorbike,3.92,4.46,wallet,completed,2.2,4.7,1.2,no,22.0
RD013819,2024-11-17,08:25:20,manila,DRV0277,RDR04657,motorbike,2.66,5.11,cash,completed,6.0,2.7,1.2,no,15.9
RD006595,06/09/2024,11:44,jakarta,DRV0433,RDR01145,bike,1.64,6.91,cash,cancelled,5.0,3.3,1.0,no,2.6
RD000089,2024-09-05,17:18:36,kuala lumpur,DRV0692,RDR03945,economy,3.09,6.21,card,completed,4.327260710675685,4.0,1.0,no,21.3
RD012999,2024-09-17,01:55:47,kuala lumpur,DRV0521,RDR01574,economy,6.64,9.71,e-wallet,completed,3.9,3.9,1.5,no,38.3
RD008274,2024-10-25,16:35:13,manila,DRV0070,RDR00597,bike,12.82,25.04,debit card,cancelled,4.2,5.2,1.0,yes,53.9
RD009323,2024/07/04,18:53,manila,DRV0361,RDR01774,economy,3.63,9.26,cash,completed,5.3,3.1,1.0,no,19.7
RD007965,2024-09-19,21:21:22,bangkok,DRV0001,RDR02952,economy,13.2,29.61,cash,completed,5.0,4.083542968433012,2.0,no,47.2
RD009038,2024-09-14,10:47 PM,kuala lumpur,DRV0540,RDR00725,economy,7.74,16.51,debit card,completed,4.7,4.9,1.0,no,39.6
RD011409,2024-03-16,09:28:47,kuala lumpur,DRV0639,RDR03374,bike,1.44,5.56,cash,completed,4.8,4.0,1.8,yes,12.5
RD008392,2024-11-12,17:19,ho chi minh city,DRV0490,RDR04504,economy,9.57,20.68,cash,completed,3.1,4.083542968433012,1.0,no,35.6
RD011750,01-22-2024,12:49:25,singapore,DRV0161,RDR04685,economy,3.87,7.31,card,completed,4.7,4.7,1.0,no,27.3
RD001057,2024-02-05,17:02,singapore,DRV0295,RDR01821,economy,6.03,11.44,cash,completed,4.9,4.4,1.0,no,31.1
RD000904,01/02/2024,10:22:12,singapore,DRV0119,RDR02857,economy,3.12,8.85,e-wallet,completed,5.3,3.4,1.2,no,16.8
RD014221,2024-04-18,10:01:06,ho chi minh city,DRV0297,RDR04337,bike,1.33,2.77,cash,completed,3.9,4.9,1.0,yes,2.9
RD013627,06/02/2024,17:19:11,ho chi minh city,DRV0729,RDR04998,economy,49.41,79.24,credit card,completed,5.0,3.0,1.0,no,220.7
RD002040,15/11/2024,10:42,bangkok,DRV0081,RDR03976,premium,9.91,18.91,debit card,completed,7.0,2.8,1.0,yes,47.6
RD001612,2024-10-28,15:17:55,kuala lumpur,DRV0318,RDR02139,economy,12.74,24.16,cash,completed,3.2,4.0,1.0,no,72.0
RD014520,31/05/2024,11:22:26,singapore,DRV0291,RDR04700,economy,4.43,6.83,e-wallet,completed,4.7,5.4,1.0,no,24.2
RD005964,02/02/2024,18:43:21,singapore,DRV0676,RDR00733,economy,4.16,10.19,credit card,no-show,5.1,5.2,2.0,no,28.8
RD011876,2024-10-17,02:41:01,manila,DRV0767,RDR00698,premium,2.36,5.51,credit card,completed,5.2,4.083542968433012,1.0,no,6.7
RD007309,2024-12-15,09:01,kuala lumpur,DRV0781,RDR04970,premium,14.5,22.94,e-wallet,cancelled,4.7,4.3,1.0,yes,88.5
RD009053,2024-06-07,12:03,singapore,DRV0503,RDR02649,economy,0.02,2.62,debit card,completed,4.3,4.083542968433012,1.0,no,1.0
RD013556,2024-12-23,18:14:20,jakarta,DRV0159,RDR02258,economy,1.52,6.67,cash,completed,5.0,4.3,1.8,no,9.6
RD002865,26-Nov-2024,20:21,manila,DRV0310,RDR03136,economy,3.12,6.07,card,completed,5.1,4.083542968433012,1.0,no,15.5
RD010057,2024-03-24,17:30:29,manila,DRV0174,RDR01550,economy,5.15,10.77,debit card,completed,4.7,4.2,1.0,yes,23.1
RD001419,02/06/2024,17:49:27,bangkok,DRV0069,RDR02235,economy,3.29,5.45,card,no-show,4.7,4.083542968433012,2.0,no,14.8
RD005915,2024-11-30,17:06:43,singapore,DRV0491,RDR02422,economy,4.8,7.61,card,completed,5.4,3.2,1.8,no,24.7
RD004149,2024-05-03,10:14 AM,jakarta,DRV0152,RDR04075,premium,3.59,6.36,cash,cancelled,5.4,2.2,1.5,no,17.3
RD013110,2024-01-18,11:36:12,jakarta,DRV0307,RDR03981,bike,2.29,3.72,cash,completed,5.3,5.1,1.2,yes,11.0
RD001011,2024-02-06,13:06:59,ho chi minh city,DRV0396,RDR00347,economy,3.27,7.88,card,completed,2.6,4.0,1.0,no,13.7
RD008635,28/09/2024,08:54,ho chi minh city,DRV0045,RDR01160,premium,2.34,7.88,wallet,completed,4.2,4.2,1.2,no,15.2
RD007589,2024-09-27,18:32,manila,DRV0496,RDR03348,economy,9.41,17.11,credit card,cancelled,4.3,4.083542968433012,1.2,yes,51.6
RD004190,21/02/2024,23:52:54,bangkok,DRV0067,RDR02628,economy,5.12,12.69,credit card,no-show,4.7,3.8,2.5,no,27.9
RD014954,12-01-2024,15:23:58,ho chi minh city,DRV0113,RDR03792,economy,2.97,4.74,cash,completed,4.7,3.2,1.2,no,12.6
RD010529,09/10/2024,19:45:48,jakarta,DRV0155,RDR04818,bike,10.29,21.24,card,completed,5.0,4.083542968433012,1.0,yes,31.0
RD009825,17-Mar-2024,04:16 PM,kuala lumpur,DRV0733,RDR00253,economy,3.23,4.7,cash,completed,4.8,4.083542968433012,1.5,no,18.5
RD005146,10-23-2024,13:28,singapore,DRV0368,RDR00268,economy,6.66,15.03,debit card,no-show,4.9,4.7,1.0,no,40.2
RD008938,2024-01-17,15:36:15,ho chi minh city,DRV0314,RDR01996,economy,4.28,10.23,e-wallet,completed,2.0,3.0,1.2,no,25.4
RD009616,2024-03-15,16:56:33,jakarta,DRV0501,RDR00374,premium,6.4,10.26,e-wallet,completed,4.7,4.3,1.0,no,26.7
RD008701,2024-09-28,07:22:52,ho chi minh city,DRV0470,RDR02972,economy,1.79,7.23,cash,completed,3.6,5.1,1.0,yes,8.3
RD003801,21/07/2024,17:58,singapore,DRV0219,RDR02545,economy,6.84,16.7,cash,completed,5.2,5.0,1.0,no,24.0
RD003746,2024-02-09,09:47,manila,DRV0717,RDR02595,bike,2.88,10.64,credit card,cancelled,6.0,4.1,1.0,no,12.7
RD009074,2024-05-07,21:56:44,kuala lumpur,DRV0575,RDR04266,economy,5.93,11.46,cash,cancelled,5.0,2.6,1.5,yes,26.4
RD011362,19-Feb-2024,14:45:47,singapore,DRV0009,RDR00563,economy,5.22,11.94,cash,completed,4.3,4.8,1.2,yes,20.5
RD008049,08/09/2024,13:06:36,singapore,DRV0467,RDR00577,economy,3.39,7.82,cash,completed,3.9,5.2,2.5,yes,13.8
RD001386,2024-06-07,07:31:01,singapore,DRV0302,RDR04639,premium,2.92,6.47,card,completed,4.7,4.1,1.5,no,15.9
RD010183,28/10/2024,20:16:39,manila,DRV0133,RDR00460,premium,6.13,17.36,e-wallet,completed,4.9,1.2,1.8,no,23.4
RD000736,2024-01-11,00:10,ho chi minh city,DRV0588,RDR01045,economy,5.93,12.36,credit card,completed,3.7,2.8,1.5,yes,24.0
RD005713,02-09-2024,13:10,kuala lumpur,DRV0688,RDR04277,premium,10.56,21.55,cash,completed,4.7,5.1,2.0,no,44.2
RD005423,05-May-2024,18:14:48,singapore,DRV0464,RDR01591,economy,5.42,14.18,card,completed,3.7,4.2,1.0,yes,30.1
RD004013,2024-10-29,20:43,singapore,DRV0382,RDR01711,bike,6.74,12.35,card,completed,1.4,4.3,1.0,yes,25.4
RD002859,2024-12-01,15:51:51,manila,DRV0592,RDR00830,economy,2.88,5.57,cash,completed,3.8,5.1,1.2,no,23.2
RD009897,28/09/2024,15:53:02,ho chi minh city,DRV0657,RDR00901,motorbike,6.07,9.45,credit card,completed,3.2,4.2,2.0,yes,26.3
RD004537,23/02/2024,19:18:59,kuala lumpur,DRV0685,RDR02680,motorbike,5.72,13.27,e-wallet,no-show,4.7,4.3,1.8,no,34.8
RD000885,2024-12-21,10:14:27,jakarta,DRV0329,RDR02316,economy,6.23,11.88,e-wallet,completed,3.8,3.8,1.2,no,42.3
RD009027,2024-10-25,10:01:39,ho chi minh city,DRV0633,RDR02002,economy,12.47,23.24,credit card,completed,4.8,4.9,1.2,no,68.1
RD005602,24/12/2024,20:42:38,bangkok,DRV0025,RDR02041,economy,3.52,10.31,cash,completed,5.1,3.2,2.5,no,25.3
RD002418,2024-02-07,01:57 PM,singapore,DRV0487,RDR03602,motorbike,8.36,14.97,debit card,completed,5.0,5.2,1.2,yes,34.0
RD011010,28/10/2024,15:35:44,bangkok,DRV0457,RDR03779,premium,2.47,6.01,wallet,completed,4.2,4.7,1.5,no,14.1
RD005934,2024-02-29,20:59:54,ho chi minh city,DRV0151,RDR01473,motorbike,3.12,7.36,wallet,completed,3.7,4.2,1.0,no,18.6
RD002920,2024-03-13,02:40:25,bangkok,DRV0461,RDR03608,economy,1.68,5.71,cash,completed,3.9,2.9,1.2,no,5.6
RD000063,04-03-2024,17:38:18,jakarta,DRV0070,RDR04571,economy,2.03,5.03,card,completed,3.3,5.4,1.5,no,15.7
RD005599,2024-01-07,14:56,kuala lumpur,DRV0765,RDR04738,premium,2.77,5.27,card,completed,4.3,4.7,1.2,yes,13.4
